"Year","Commodity","Supply and disposition","VALUE"
"1987","Oatmeal and rolled oats","Ending stocks","2.87"
"1987","Pot and pearl barley","Total supply",
"1987","Pot and pearl barley","Beginning stocks",
"1987","Pot and pearl barley","Production",
"1987","Pot and pearl barley","Total disposition",
"1987","Pot and pearl barley","Domestic disappearance","1.73"
"1987","Pot and pearl barley","Waste","0.02"
"1987","Pot and pearl barley","Ending stocks",
"1987","Corn flour and meal","Total supply",
"1987","Corn flour and meal","Beginning stocks",
"1987","Corn flour and meal","Production",
"1987","Corn flour and meal","Imports","52.56"
"1987","Corn flour and meal","Total disposition",
"1987","Corn flour and meal","Domestic disappearance","52.26"
"1987","Corn flour and meal","Exports","0.85"
"1987","Corn flour and meal","Waste","1.07"
"1987","Corn flour and meal","Ending stocks",
"1987","Rice","Total supply","118.93"
"1987","Rice","Production","0.92"
"1987","Rice","Imports","118.01"
"1987","Rice","Total disposition","118.93"
"1987","Rice","Domestic disappearance","116.92"
"1987","Rice","Exports","0.82"
"1987","Rice","Waste","1.19"
"1987","Breakfast food","Total supply","106.00"
"1987","Breakfast food","Production","96.00"
"1987","Breakfast food","Imports","10.00"
"1987","Breakfast food","Total disposition","106.00"
"1987","Breakfast food","Domestic disappearance","99.51"
"1987","Breakfast food","Exports","6.49"
"1987","Sugar refined","Total supply","1349.59"
"1987","Sugar refined","Beginning stocks","144.11"
"1987","Sugar refined","Production","1058.97"
"1987","Sugar refined","Imports","146.51"
"1987","Sugar refined","Total disposition","1185.65"
"1987","Sugar refined","Domestic disappearance","1116.68"
"1987","Sugar refined","Exports","68.97"
"1987","Sugar refined","Ending stocks","163.94"
"1987","Maple sugar","Total supply","9.03"
"1987","Maple sugar","Beginning stocks","0.37"
"1987","Maple sugar","Production","8.66"
"1987","Maple sugar","Total disposition","8.58"
"1987","Maple sugar","Domestic disappearance","2.72"
"1987","Maple sugar","Exports","5.86"
"1987","Maple sugar","Ending stocks","0.46"
"1987","Honey","Total supply","39.77"
"1987","Honey","Production","39.38"
"1987","Honey","Imports","0.39"
"1987","Honey","Total disposition","39.77"
"1987","Honey","Domestic disappearance","28.87"
"1987","Honey","Exports","10.90"
"1987","Dry beans","Total supply","136.83"
"1987","Dry beans","Production","125.20"
"1987","Dry beans","Imports","11.63"
"1987","Dry beans","Total disposition","136.83"
"1987","Dry beans","Domestic disappearance","19.88"
"1987","Dry beans","Exports","95.49"
"1987","Dry beans","Manufacturing","18.96"
"1987","Dry beans","Waste","2.50"
"1987","Baked and canned beans","Total supply","50.92"
"1987","Baked and canned beans","Production","50.77"
"1987","Baked and canned beans","Imports","0.15"
"1987","Baked and canned beans","Total disposition","50.92"
"1987","Baked and canned beans","Domestic disappearance","50.92"
"1987","Dry peas","Total supply","423.46"
"1987","Dry peas","Production","415.00"
"1987","Dry peas","Imports","8.46"
"1987","Dry peas","Total disposition","387.44"
"1987","Dry peas","Domestic disappearance","36.02"
"1987","Dry peas","Exports","298.68"
"1987","Dry peas","Manufacturing","80.46"
"1987","Dry peas","Waste","8.30"
"1987","Peanuts","Total supply","72.27"
"1987","Peanuts","Imports","72.27"
"1987","Peanuts","Total disposition","72.27"
"1987","Peanuts","Domestic disappearance","72.27"
"1987","Tree nuts","Total supply","36.34"
"1987","Tree nuts","Production","0.27"
"1987","Tree nuts","Imports","36.07"
"1987","Tree nuts","Total disposition","36.34"
"1987","Tree nuts","Domestic disappearance","34.48"
"1987","Tree nuts","Exports","1.86"
"1987","Tea","Total supply","20.99"
"1987","Tea","Beginning stocks","2.35"
"1987","Tea","Imports","18.64"
"1987","Tea","Total disposition","18.96"
"1987","Tea","Domestic disappearance","17.76"
"1987","Tea","Exports","1.20"
"1987","Tea","Ending stocks","2.03"
"1987","Coffee","Total supply","142.86"
"1987","Coffee","Beginning stocks","10.53"
"1987","Coffee","Imports","132.33"
"1987","Coffee","Total disposition","131.32"
"1987","Coffee","Domestic disappearance","108.26"
"1987","Coffee","Exports","23.06"
"1987","Coffee","Ending stocks","11.55"
"1987","Cocoa","Total supply","74.95"
"1987","Cocoa","Beginning stocks","1.57"
"1987","Cocoa","Imports","73.38"
"1987","Cocoa","Total disposition","71.99"
"1987","Cocoa","Domestic disappearance","27.30"
"1987","Cocoa","Exports","44.69"
"1987","Cocoa","Ending stocks","2.96"
"1987","Ale, beer, stout and porter","Imports","44.80"
"1987","Ale, beer, stout and porter","Total disposition","2369.36"
"1987","Ale, beer, stout and porter","Domestic disappearance","2127.78"
"1987","Ale, beer, stout and porter","Exports","241.58"
"1987","Distilled spirits","Imports","19.59"
"1987","Distilled spirits","Total disposition","249.14"
"1987","Distilled spirits","Domestic disappearance","161.41"
"1987","Distilled spirits","Exports","87.73"
"1987","Wines","Imports","139.36"
"1987","Wines","Total disposition","266.18"
"1987","Wines","Domestic disappearance","264.25"
"1987","Wines","Exports","1.93"
"1987","Soft drinks","Imports","34.21"
"1987","Soft drinks","Total disposition","2229.27"
"1987","Soft drinks","Domestic disappearance","2211.40"
"1987","Soft drinks","Exports","17.87"
"1987","Cheddar cheese","Total supply","152.09"
"1987","Cheddar cheese","Beginning stocks","33.93"
"1987","Cheddar cheese","Production","117.67"
"1987","Cheddar cheese","Imports","0.49"
"1987","Cheddar cheese","Total disposition","117.58"
"1987","Cheddar cheese","Domestic disappearance","77.05"
"1987","Cheddar cheese","Exports","7.49"
"1987","Cheddar cheese","Manufacturing","33.04"
"1987","Cheddar cheese","Ending stocks","34.51"
"1987","Processed cheese","Total supply","82.58"
"1987","Processed cheese","Beginning stocks","9.65"
"1987","Processed cheese","Production","71.46"
"1987","Processed cheese","Imports","1.47"
"1987","Processed cheese","Total disposition","73.70"
"1987","Processed cheese","Domestic disappearance","72.20"
"1987","Processed cheese","Exports","1.50"
"1987","Processed cheese","Ending stocks","8.88"
"1987","Variety cheese","Total supply","157.54"
"1987","Variety cheese","Beginning stocks","10.28"
"1987","Variety cheese","Production","128.98"
"1987","Variety cheese","Imports","18.28"
"1987","Variety cheese","Total disposition","145.32"
"1987","Variety cheese","Domestic disappearance","122.91"
"1987","Variety cheese","Exports","1.51"
"1987","Variety cheese","Manufacturing","20.90"
"1987","Variety cheese","Ending stocks","12.22"
"1987","Cottage cheese","Total supply","31.26"
"1987","Cottage cheese","Production","31.26"
"1987","Cottage cheese","Total disposition","31.26"
"1987","Cottage cheese","Domestic disappearance","31.26"
"1987","Powder skim milk","Total supply","117.00"
"1987","Powder skim milk","Beginning stocks","10.03"
"1987","Powder skim milk","Production","101.58"
"1987","Powder skim milk","Imports","5.39"
"1987","Powder skim milk","Total disposition","104.08"
"1987","Powder skim milk","Domestic disappearance","57.73"
"1987","Powder skim milk","Exports","46.35"
"1987","Powder skim milk","Ending stocks","12.92"
"1987","Powder buttermilk","Total supply","3.70"
"1987","Powder buttermilk","Beginning stocks","0.27"
"1987","Powder buttermilk","Production","3.43"
"1987","Powder buttermilk","Total disposition","3.20"
"1987","Powder buttermilk","Domestic disappearance","3.20"
"1987","Powder buttermilk","Ending stocks","0.50"
"1987","Powder whey","Total supply","68.43"
"1987","Powder whey","Beginning stocks","2.48"
"1987","Powder whey","Production","65.95"
"1987","Powder whey","Total disposition","65.94"
"1987","Powder whey","Domestic disappearance","23.73"
"1987","Powder whey","Manufacturing","42.21"
"1987","Powder whey","Ending stocks","2.49"
"1987","Other whole milk products","Total supply","19.21"
"1987","Other whole milk products","Beginning stocks","4.44"
"1987","Other whole milk products","Production","14.77"
"1987","Other whole milk products","Total disposition","16.99"
"1987","Other whole milk products","Domestic disappearance","16.99"
"1987","Other whole milk products","Ending stocks","2.22"
"1987","Concentrated whole milk","Total supply","77.20"
"1987","Concentrated whole milk","Beginning stocks","8.36"
"1987","Concentrated whole milk","Production","65.37"
"1987","Concentrated whole milk","Imports","3.46"
"1987","Concentrated whole milk","Total disposition","72.79"
"1987","Concentrated whole milk","Domestic disappearance","51.15"
"1987","Concentrated whole milk","Exports","21.64"
"1987","Concentrated whole milk","Ending stocks","4.41"
"1987","Sweetened concentrated whole milk","Total supply","9.88"
"1987","Sweetened concentrated whole milk","Beginning stocks","0.14"
"1987","Sweetened concentrated whole milk","Production","9.73"
"1987","Sweetened concentrated whole milk","Total disposition","9.65"
"1987","Sweetened concentrated whole milk","Domestic disappearance","9.65"
"1987","Sweetened concentrated whole milk","Ending stocks","0.23"
"1987","Concentrated skim milk","Total supply","14.72"
"1987","Concentrated skim milk","Beginning stocks","0.24"
"1987","Concentrated skim milk","Production","14.48"
"1987","Concentrated skim milk","Total disposition","14.66"
"1987","Concentrated skim milk","Domestic disappearance","14.66"
"1987","Concentrated skim milk","Ending stocks","0.06"
"1987","Sweetened concentrated skim milk","Total supply","1.62"
"1987","Sweetened concentrated skim milk","Beginning stocks","0.01"
"1987","Sweetened concentrated skim milk","Production","1.61"
"1987","Sweetened concentrated skim milk","Total disposition","1.60"
"1987","Sweetened concentrated skim milk","Domestic disappearance","1.60"
"1987","Sweetened concentrated skim milk","Ending stocks","0.02"
"1987","Milkshake","Total supply","25.47"
"1987","Milkshake","Production","25.47"
"1987","Milkshake","Total disposition","25.47"
"1987","Milkshake","Domestic disappearance","25.47"
"1987","Ice cream","Total supply","311.02"
"1987","Ice cream","Production","311.02"
"1987","Ice cream","Total disposition","311.02"
"1987","Ice cream","Domestic disappearance","311.02"
"1987","Sherbet","Total supply","3.31"
"1987","Sherbet","Production","3.31"
"1987","Sherbet","Total disposition","3.31"
"1987","Sherbet","Domestic disappearance","3.31"
"1987","Ice milk","Total supply","15.56"
"1987","Ice milk","Production","15.56"
"1987","Ice milk","Total disposition","15.56"
"1987","Ice milk","Domestic disappearance","15.56"
"1987","Standard milk 3.25%","Total supply","756.07"
"1987","Standard milk 3.25%","Production","756.07"
"1987","Standard milk 3.25%","Total disposition","756.07"
"1987","Standard milk 3.25%","Domestic disappearance","756.07"
"1987","Buttermilk","Total supply","13.88"
"1987","Buttermilk","Production","13.88"
"1987","Buttermilk","Total disposition","13.88"
"1987","Buttermilk","Domestic disappearance","13.88"
"1987","Partly skimmed milk 2%","Total supply","1653.80"
"1987","Partly skimmed milk 2%","Production","1653.80"
"1987","Partly skimmed milk 2%","Total disposition","1653.80"
"1987","Partly skimmed milk 2%","Domestic disappearance","1653.80"
"1987","Partly skimmed milk 1%","Total disposition",
"1987","Skim milk","Total supply","139.06"
"1987","Skim milk","Production","139.06"
"1987","Skim milk","Total disposition","139.06"
"1987","Skim milk","Domestic disappearance","139.06"
"1987","Chocolate and other flavoured milk","Total supply","105.56"
"1987","Chocolate and other flavoured milk","Production","105.56"
"1987","Chocolate and other flavoured milk","Total disposition","105.56"
"1987","Chocolate and other flavoured milk","Domestic disappearance","105.56"
"1987","Cereal cream 10%","Total supply","76.41"
"1987","Cereal cream 10%","Production","76.41"
"1987","Cereal cream 10%","Total disposition","76.41"
"1987","Cereal cream 10%","Domestic disappearance","76.41"
"1987","Table cream 18%","Total supply","11.37"
"1987","Table cream 18%","Production","11.37"
"1987","Table cream 18%","Total disposition","11.37"
"1987","Table cream 18%","Domestic disappearance","11.37"
"1987","Whipping cream 32% or 35%","Total supply","23.76"
"1987","Whipping cream 32% or 35%","Production","23.76"
"1987","Whipping cream 32% or 35%","Total disposition","23.76"
"1987","Whipping cream 32% or 35%","Domestic disappearance","23.76"
"1987","Sour cream","Total supply","21.11"
"1987","Sour cream","Production","21.11"
"1987","Sour cream","Total disposition","21.11"
"1987","Sour cream","Domestic disappearance","21.11"
"1987","Yogurt","Total supply","80.29"
"1987","Yogurt","Production","80.29"
"1987","Yogurt","Total disposition","80.29"
"1987","Yogurt","Domestic disappearance","80.29"
"1987","Chicken","Total supply","581.91"
"1987","Chicken","Beginning stocks","11.04"
"1987","Chicken","Production","534.55"
"1987","Chicken","Imports","36.32"
"1987","Chicken","Total disposition","561.98"
"1987","Chicken","Domestic disappearance","559.66"
"1987","Chicken","Exports","2.32"
"1987","Chicken","Ending stocks","19.93"
"1987","Stewing hen","Total supply","33.02"
"1987","Stewing hen","Beginning stocks","2.54"
"1987","Stewing hen","Production","26.00"
"1987","Stewing hen","Imports","4.48"
"1987","Stewing hen","Total disposition","30.54"
"1987","Stewing hen","Domestic disappearance","30.30"
"1987","Stewing hen","Exports","0.24"
"1987","Stewing hen","Ending stocks","2.48"
"1987","Chicken and stewing hen total","Total supply","614.93"
"1987","Chicken and stewing hen total","Beginning stocks","13.58"
"1987","Chicken and stewing hen total","Production","560.55"
"1987","Chicken and stewing hen total","Imports","40.80"
"1987","Chicken and stewing hen total","Total disposition","592.52"
"1987","Chicken and stewing hen total","Domestic disappearance","589.96"
"1987","Chicken and stewing hen total","Exports","2.56"
"1987","Chicken and stewing hen total","Ending stocks","22.41"
"1987","Turkey","Total supply","130.43"
"1987","Turkey","Beginning stocks","11.15"
"1987","Turkey","Production","114.92"
"1987","Turkey","Imports","4.36"
"1987","Turkey","Total disposition","114.70"
"1987","Turkey","Domestic disappearance","111.31"
"1987","Turkey","Exports","3.39"
"1987","Turkey","Ending stocks","15.73"
"1987","Eggs","Total supply","345.34"
"1987","Eggs","Beginning stocks","2.55"
"1987","Eggs","Production","325.76"
"1987","Eggs","Imports","17.03"
"1987","Eggs","Total disposition","340.72"
"1987","Eggs","Domestic disappearance","291.63"
"1987","Eggs","Exports","15.85"
"1987","Eggs","Manufacturing","27.56"
"1987","Eggs","Waste","5.68"
"1987","Eggs","Ending stocks","4.63"
"1987","Pork","Total supply","1151.96"
"1987","Pork","Beginning stocks","8.08"
"1987","Pork","Production","1121.80"
"1987","Pork","Imports","22.08"
"1987","Pork","Total disposition","1143.42"
"1987","Pork","Domestic disappearance","726.79"
"1987","Pork","Exports","301.09"
"1987","Pork","Manufacturing","25.80"
"1987","Pork","Waste","89.74"
"1987","Pork","Ending stocks","8.54"
"1987","Beef","Total supply","1059.75"
"1987","Beef","Beginning stocks","13.19"
"1987","Beef","Production","912.97"
"1987","Beef","Imports","133.59"
"1987","Beef","Total disposition","1048.12"
"1987","Beef","Domestic disappearance","959.25"
"1987","Beef","Exports","88.87"
"1987","Beef","Ending stocks","11.63"
"1987","Veal","Total supply","42.27"
"1987","Veal","Beginning stocks","0.65"
"1987","Veal","Production","40.42"
"1987","Veal","Imports","1.20"
"1987","Veal","Total disposition","42.01"
"1987","Veal","Domestic disappearance","38.46"
"1987","Veal","Exports","3.55"
"1987","Veal","Ending stocks","0.26"
"1987","Beef and veal total","Total supply","1102.02"
"1987","Beef and veal total","Beginning stocks","13.84"
"1987","Beef and veal total","Production","953.39"
"1987","Beef and veal total","Imports","134.79"
"1987","Beef and veal total","Total disposition","1090.13"
"1987","Beef and veal total","Domestic disappearance","997.71"
"1987","Beef and veal total","Exports","92.42"
"1987","Beef and veal total","Ending stocks","11.89"
"1987","Mutton and lamb","Total supply","26.10"
"1987","Mutton and lamb","Beginning stocks","3.14"
"1987","Mutton and lamb","Production","7.91"
"1987","Mutton and lamb","Imports","15.05"
"1987","Mutton and lamb","Total disposition","23.48"
"1987","Mutton and lamb","Domestic disappearance","23.42"
"1987","Mutton and lamb","Exports","0.06"
"1987","Mutton and lamb","Ending stocks","2.62"
"1987","Offal","Total supply","82.31"
"1987","Offal","Beginning stocks","4.73"
"1987","Offal","Production","64.87"
"1987","Offal","Imports","12.71"
"1987","Offal","Total disposition","76.07"
"1987","Offal","Domestic disappearance","36.78"
"1987","Offal","Exports","39.29"
"1987","Offal","Ending stocks","6.24"
"1987","Butter","Total supply","112.60"
"1987","Butter","Beginning stocks","18.37"
"1987","Butter","Production","94.21"
"1987","Butter","Imports","0.02"
"1987","Butter","Total disposition","103.68"
"1987","Butter","Domestic disappearance","100.55"
"1987","Butter","Exports","3.13"
"1987","Butter","Ending stocks","8.92"
"1987","Margarine","Total supply","147.69"
"1987","Margarine","Production","147.69"
"1987","Margarine","Domestic disappearance","147.69"
"1987","Margarine","Exports",
"1987","Salad oils","Total supply","162.38"
"1987","Salad oils","Beginning stocks",
"1987","Salad oils","Production","162.03"
"1987","Salad oils","Imports","0.35"
"1987","Salad oils","Total disposition","162.38"
"1987","Salad oils","Domestic disappearance","162.38"
"1987","Salad oils","Exports",
"1987","Salad oils","Ending stocks",
"1987","Shortening and shortening oils","Total supply","216.25"
"1987","Shortening and shortening oils","Beginning stocks",
"1987","Shortening and shortening oils","Production","214.71"
"1987","Shortening and shortening oils","Imports","1.54"
"1987","Shortening and shortening oils","Total disposition","216.25"
"1987","Shortening and shortening oils","Domestic disappearance","216.25"
"1987","Shortening and shortening oils","Exports",
"1987","Shortening and shortening oils","Ending stocks",
"1987","Apples fresh","Total supply","799.33"
"1987","Apples fresh","Beginning stocks","173.97"
"1987","Apples fresh","Production","490.14"
"1987","Apples fresh","Imports","135.22"
"1987","Apples fresh","Total disposition","577.45"
"1987","Apples fresh","Domestic disappearance","258.54"
"1987","Apples fresh","Exports","63.61"
"1987","Apples fresh","Manufacturing","244.53"
"1987","Apples fresh","Waste","10.77"
"1987","Apples fresh","Ending stocks","221.88"
"1987","Apples canned","Total supply","1.11"
"1987","Apples canned","Beginning stocks",
"1987","Apples canned","Imports","1.11"
"1987","Apples canned","Domestic disappearance","0.91"
"1987","Apples canned","Exports","0.20"
"1987","Apples canned","Ending stocks",
"1987","Apples dried","Total supply","0.77"
"1987","Apples dried","Imports","0.77"
"1987","Apples dried","Total disposition","0.77"
"1987","Apples dried","Domestic disappearance","0.77"
"1987","Apples frozen","Total supply","3.70"
"1987","Apples frozen","Beginning stocks","2.02"
"1987","Apples frozen","Production","1.68"
"1987","Apples frozen","Total disposition","2.68"
"1987","Apples frozen","Domestic disappearance","2.68"
"1987","Apples frozen","Ending stocks","1.02"
"1987","Apple juice","Total supply","360.09"
"1987","Apple juice","Beginning stocks","62.81"
"1987","Apple juice","Production","218.77"
"1987","Apple juice","Imports","78.51"
"1987","Apple juice","Total disposition","80.89"
"1987","Apple juice","Domestic disappearance","279.20"
"1987","Apple juice","Exports","13.44"
"1987","Apple juice","Ending stocks","67.45"
"1987","Apple pie filling","Total supply","5.10"
"1987","Apple pie filling","Beginning stocks","1.63"
"1987","Apple pie filling","Production","3.47"
"1987","Apple pie filling","Total disposition","3.99"
"1987","Apple pie filling","Domestic disappearance","3.99"
"1987","Apple pie filling","Ending stocks","1.11"
"1987","Apple sauce","Total supply","22.84"
"1987","Apple sauce","Beginning stocks","5.09"
"1987","Apple sauce","Production","17.75"
"1987","Apple sauce","Total disposition","16.83"
"1987","Apple sauce","Domestic disappearance","16.83"
"1987","Apple sauce","Ending stocks","6.01"
"1987","Apricots fresh","Total supply","4.57"
"1987","Apricots fresh","Production","2.85"
"1987","Apricots fresh","Imports","1.72"
"1987","Apricots fresh","Total disposition","4.57"
"1987","Apricots fresh","Domestic disappearance","3.10"
"1987","Apricots fresh","Manufacturing","1.16"
"1987","Apricots fresh","Waste","0.31"
"1987","Apricots canned","Total supply","1.44"
"1987","Apricots canned","Beginning stocks",
"1987","Apricots canned","Imports","1.44"
"1987","Apricots canned","Total disposition","0.98"
"1987","Apricots canned","Domestic disappearance","0.98"
"1987","Apricots canned","Ending stocks","0.46"
"1987","Avocados fresh","Total supply","8.63"
"1987","Avocados fresh","Imports","8.63"
"1987","Avocados fresh","Total disposition","8.63"
"1987","Avocados fresh","Domestic disappearance","8.09"
"1987","Avocados fresh","Waste","0.54"
"1987","Bananas fresh","Total supply","324.39"
"1987","Bananas fresh","Imports","324.39"
"1987","Bananas fresh","Domestic disappearance","324.39"
"1987","Berries other fresh","Total supply","25.02"
"1987","Berries other fresh","Production","22.84"
"1987","Berries other fresh","Imports","2.18"
"1987","Berries other fresh","Total disposition","25.02"
"1987","Berries other fresh","Domestic disappearance","2.32"
"1987","Berries other fresh","Exports","11.46"
"1987","Berries other fresh","Manufacturing","11.04"
"1987","Berries other fresh","Waste","0.20"
"1987","Blueberries fresh","Total supply","34.14"
"1987","Blueberries fresh","Production","29.78"
"1987","Blueberries fresh","Imports","4.36"
"1987","Blueberries fresh","Total disposition","34.14"
"1987","Blueberries fresh","Domestic disappearance","8.67"
"1987","Blueberries fresh","Exports","7.82"
"1987","Blueberries fresh","Manufacturing","17.38"
"1987","Blueberries fresh","Waste","0.27"
"1987","Blueberries canned","Total supply","0.00"
"1987","Blueberries canned","Beginning stocks",
"1987","Blueberries canned","Production",
"1987","Blueberries canned","Total disposition",
"1987","Blueberries canned","Domestic disappearance","0.00"
"1987","Blueberries canned","Ending stocks",
"1987","Blueberries frozen","Total supply","22.69"
"1987","Blueberries frozen","Beginning stocks","3.33"
"1987","Blueberries frozen","Production","18.02"
"1987","Blueberries frozen","Imports","1.34"
"1987","Blueberries frozen","Total disposition","19.90"
"1987","Blueberries frozen","Domestic disappearance","5.09"
"1987","Blueberries frozen","Exports","14.81"
"1987","Blueberries frozen","Ending stocks","2.79"
"1987","Cherries fresh","Total supply","23.10"
"1987","Cherries fresh","Production","15.43"
"1987","Cherries fresh","Imports","7.67"
"1987","Cherries fresh","Total disposition","23.10"
"1987","Cherries fresh","Domestic disappearance","12.27"
"1987","Cherries fresh","Manufacturing","9.77"
"1987","Cherries fresh","Waste","1.07"
"1987","Cherries frozen","Total supply","9.34"
"1987","Cherries frozen","Beginning stocks","2.59"
"1987","Cherries frozen","Production","4.96"
"1987","Cherries frozen","Imports","1.79"
"1987","Cherries frozen","Total disposition","9.34"
"1987","Cherries frozen","Domestic disappearance","9.34"
"1987","Cherries frozen","Ending stocks",
"1987","Coconut fresh","Total supply","6.55"
"1987","Coconut fresh","Imports","6.55"
"1987","Coconut fresh","Total disposition","6.55"
"1987","Coconut fresh","Domestic disappearance","6.55"
"1987","Cranberries fresh","Total supply","14.87"
"1987","Cranberries fresh","Production","11.35"
"1987","Cranberries fresh","Imports","3.52"
"1987","Cranberries fresh","Total disposition","14.87"
"1987","Cranberries fresh","Domestic disappearance","14.28"
"1987","Cranberries fresh","Waste","0.59"
"1987","Dates fresh","Total supply","38.92"
"1987","Dates fresh","Imports","38.92"
"1987","Dates fresh","Total disposition","38.92"
"1987","Dates fresh","Domestic disappearance","38.92"
"1987","Figs fresh","Total supply","7.14"
"1987","Figs fresh","Imports","7.14"
"1987","Figs fresh","Total disposition","7.14"
"1987","Figs fresh","Domestic disappearance","7.14"
"1987","Grapes fresh","Total supply","241.81"
"1987","Grapes fresh","Production","85.71"
"1987","Grapes fresh","Imports","156.10"
"1987","Grapes fresh","Total disposition","241.81"
"1987","Grapes fresh","Domestic disappearance","145.47"
"1987","Grapes fresh","Exports","3.72"
"1987","Grapes fresh","Manufacturing","78.23"
"1987","Grapes fresh","Waste","14.39"
"1987","Grape juice","Total supply","48.44"
"1987","Grape juice","Imports","48.44"
"1987","Grape juice","Total disposition","48.44"
"1987","Grape juice","Domestic disappearance","48.44"
"1987","Guavas and mangoes fresh","Total disposition","0.00"
"1987","Kiwis fresh","Total disposition","0.00"
"1987","Melons, musk and cantaloups fresh","Total supply","52.72"
"1987","Melons, musk and cantaloups fresh","Imports","52.72"
"1987","Melons, musk and cantaloups fresh","Total disposition","52.72"
"1987","Melons, musk and cantaloups fresh","Domestic disappearance","47.55"
"1987","Melons, musk and cantaloups fresh","Waste","5.17"
"1987","Other fresh melons","Total supply","5.02"
"1987","Other fresh melons","Production","1.85"
"1987","Other fresh melons","Imports","3.17"
"1987","Other fresh melons","Total disposition","5.02"
"1987","Other fresh melons","Domestic disappearance","4.53"
"1987","Other fresh melons","Waste","0.49"
"1987","Watermelons fresh","Total supply","75.96"
"1987","Watermelons fresh","Imports","75.96"
"1987","Watermelons fresh","Total disposition","75.96"
"1987","Watermelons fresh","Domestic disappearance","68.51"
"1987","Watermelons fresh","Waste","7.44"
"1987","Wintermelons fresh","Total supply","14.73"
"1987","Wintermelons fresh","Imports","14.73"
"1987","Wintermelons fresh","Total disposition","14.73"
"1987","Wintermelons fresh","Domestic disappearance","13.29"
"1987","Wintermelons fresh","Waste","1.44"
"1987","Melons total fresh","Total supply","148.43"
"1987","Melons total fresh","Production","1.85"
"1987","Melons total fresh","Imports","146.58"
"1987","Melons total fresh","Total disposition","148.43"
"1987","Melons total fresh","Domestic disappearance","133.88"
"1987","Melons total fresh","Waste","14.55"
"1987","Nectarines fresh","Total supply","29.95"
"1987","Nectarines fresh","Imports","29.95"
"1987","Nectarines fresh","Total disposition","29.95"
"1987","Nectarines fresh","Domestic disappearance","28.45"
"1987","Nectarines fresh","Waste","1.50"
"1987","Papayas fresh","Total disposition","0.00"
"1987","Peaches fresh","Total supply","61.29"
"1987","Peaches fresh","Production","44.87"
"1987","Peaches fresh","Imports","16.42"
"1987","Peaches fresh","Total disposition","61.29"
"1987","Peaches fresh","Domestic disappearance","49.34"
"1987","Peaches fresh","Manufacturing","8.79"
"1987","Peaches fresh","Waste","3.15"
"1987","Peaches canned","Total supply","31.17"
"1987","Peaches canned","Beginning stocks","4.80"
"1987","Peaches canned","Production","6.52"
"1987","Peaches canned","Imports","19.85"
"1987","Peaches canned","Total disposition","25.53"
"1987","Peaches canned","Domestic disappearance","25.53"
"1987","Peaches canned","Exports",
"1987","Peaches canned","Ending stocks","5.64"
"1987","Pears fresh","Total supply","73.03"
"1987","Pears fresh","Beginning stocks","2.41"
"1987","Pears fresh","Production","27.62"
"1987","Pears fresh","Imports","43.00"
"1987","Pears fresh","Total disposition","68.98"
"1987","Pears fresh","Domestic disappearance","58.02"
"1987","Pears fresh","Exports","0.29"
"1987","Pears fresh","Manufacturing","6.99"
"1987","Pears fresh","Waste","3.68"
"1987","Pears fresh","Ending stocks","4.05"
"1987","Pears canned","Total supply","18.42"
"1987","Pears canned","Beginning stocks","5.81"
"1987","Pears canned","Production","5.40"
"1987","Pears canned","Imports","7.21"
"1987","Pears canned","Total disposition","13.05"
"1987","Pears canned","Domestic disappearance","13.03"
"1987","Pears canned","Exports","0.02"
"1987","Pears canned","Ending stocks","5.37"
"1987","Pineapples fresh","Total supply","14.89"
"1987","Pineapples fresh","Imports","14.89"
"1987","Pineapples fresh","Total disposition","14.89"
"1987","Pineapples fresh","Domestic disappearance","14.15"
"1987","Pineapples fresh","Waste","0.74"
"1987","Pineapples canned","Total supply","29.40"
"1987","Pineapples canned","Imports","29.40"
"1987","Pineapples canned","Total disposition","29.40"
"1987","Pineapples canned","Domestic disappearance","29.40"
"1987","Pineapple juice","Total supply","6.61"
"1987","Pineapple juice","Imports","6.61"
"1987","Pineapple juice","Total disposition","6.61"
"1987","Pineapple juice","Domestic disappearance","6.61"
"1987","Plums total fresh","Total supply","37.21"
"1987","Plums total fresh","Production","6.57"
"1987","Plums total fresh","Imports","30.64"
"1987","Plums total fresh","Total disposition","37.21"
"1987","Plums total fresh","Domestic disappearance","34.86"
"1987","Plums total fresh","Manufacturing","0.52"
"1987","Plums total fresh","Waste","1.83"
"1987","Quinces fresh","Total disposition","0.00"
"1987","Raspberries frozen","Total supply","14.82"
"1987","Raspberries frozen","Beginning stocks","4.05"
"1987","Raspberries frozen","Production","10.77"
"1987","Raspberries frozen","Imports",
"1987","Raspberries frozen","Total disposition","14.24"
"1987","Raspberries frozen","Domestic disappearance","14.24"
"1987","Raspberries frozen","Ending stocks","0.58"
"1987","Strawberries fresh","Total supply","55.07"
"1987","Strawberries fresh","Production","32.48"
"1987","Strawberries fresh","Imports","22.59"
"1987","Strawberries fresh","Total disposition","55.07"
"1987","Strawberries fresh","Domestic disappearance","45.82"
"1987","Strawberries fresh","Manufacturing","5.26"
"1987","Strawberries fresh","Waste","3.98"
"1987","Strawberries canned","Total supply","0.14"
"1987","Strawberries canned","Beginning stocks",
"1987","Strawberries canned","Imports","0.14"
"1987","Strawberries canned","Total disposition",
"1987","Strawberries canned","Domestic disappearance","0.14"
"1987","Strawberries canned","Ending stocks",
