"REF_DATE","GEO","VALUE"
"2010-10","British Columbia","4483609"
"2010-10","Yukon","34789"
"2010-10","Northwest Territories","43303"
"2010-10","Nunavut","33570"
"2011-01","Canada","34166099"
"2011-01","Newfoundland and Labrador","523726"
"2011-01","Prince Edward Island","143020"
"2011-01","Nova Scotia","944068"
"2011-01","New Brunswick","754794"
"2011-01","Quebec","7967185"
"2011-01","Ontario","13198650"
"2011-01","Manitoba","1227212"
"2011-01","Saskatchewan","1058963"
"2011-01","Alberta","3754424"
"2011-01","British Columbia","4482260"
"2011-01","Yukon","34801"
"2011-01","Northwest Territories","43263"
"2011-01","Nunavut","33733"
"2011-04","Canada","34230378"
"2011-04","Newfoundland and Labrador","524239"
"2011-04","Prince Edward Island","143265"
"2011-04","Nova Scotia","943918"
"2011-04","New Brunswick","754841"
"2011-04","Quebec","7982119"
"2011-04","Ontario","13221999"
"2011-04","Manitoba","1229063"
"2011-04","Saskatchewan","1061484"
"2011-04","Alberta","3768773"
"2011-04","British Columbia","4488508"
"2011-04","Yukon","34983"
"2011-04","Northwest Territories","43263"
"2011-04","Nunavut","33923"
"2011-07","Canada","34339328"
"2011-07","Newfoundland and Labrador","524999"
"2011-07","Prince Edward Island","143963"
"2011-07","Nova Scotia","944274"
"2011-07","New Brunswick","755705"
"2011-07","Quebec","8005090"
"2011-07","Ontario","13261381"
"2011-07","Manitoba","1233649"
"2011-07","Saskatchewan","1066026"
"2011-07","Alberta","3789030"
"2011-07","British Columbia","4502104"
"2011-07","Yukon","35411"
"2011-07","Northwest Territories","43504"
"2011-07","Nunavut","34192"
"2011-10","Canada","34457998"
"2011-10","Newfoundland and Labrador","525936"
"2011-10","Prince Edward Island","144378"
"2011-10","Nova Scotia","945016"
"2011-10","New Brunswick","756420"
"2011-10","Quebec","8021860"
"2011-10","Ontario","13308659"
"2011-10","Manitoba","1238019"
"2011-10","Saskatchewan","1070687"
"2011-10","Alberta","3807726"
"2011-10","British Columbia","4525684"
"2011-10","Yukon","35668"
"2011-10","Northwest Territories","43593"
"2011-10","Nunavut","34352"
"2012-01","Canada","34516352"
"2012-01","Newfoundland and Labrador","526215"
"2012-01","Prince Edward Island","144310"
"2012-01","Nova Scotia","944307"
"2012-01","New Brunswick","757278"
"2012-01","Quebec","8029498"
"2012-01","Ontario","13323332"
"2012-01","Manitoba","1242141"
"2012-01","Saskatchewan","1074265"
"2012-01","Alberta","3825072"
"2012-01","British Columbia","4536084"
"2012-01","Yukon","35782"
"2012-01","Northwest Territories","43648"
"2012-01","Nunavut","34420"
"2012-04","Canada","34592779"
"2012-04","Newfoundland and Labrador","525655"
"2012-04","Prince Edward Island","144472"
"2012-04","Nova Scotia","943746"
"2012-04","New Brunswick","757270"
"2012-04","Quebec","8039492"
"2012-04","Ontario","13348263"
"2012-04","Manitoba","1245692"
"2012-04","Saskatchewan","1077892"
"2012-04","Alberta","3847722"
"2012-04","British Columbia","4548438"
"2012-04","Yukon","35843"
"2012-04","Northwest Territories","43701"
"2012-04","Nunavut","34593"
"2012-07","Canada","34714222"
"2012-07","Newfoundland and Labrador","526345"
"2012-07","Prince Edward Island","144530"
"2012-07","Nova Scotia","943635"
"2012-07","New Brunswick","758378"
"2012-07","Quebec","8061101"
"2012-07","Ontario","13390632"
"2012-07","Manitoba","1249975"
"2012-07","Saskatchewan","1083755"
"2012-07","Alberta","3874548"
"2012-07","British Columbia","4566769"
"2012-07","Yukon","36234"
"2012-07","Northwest Territories","43648"
"2012-07","Nunavut","34672"
"2012-10","Canada","34836008"
"2012-10","Newfoundland and Labrador","527180"
"2012-10","Prince Edward Island","144520"
"2012-10","Nova Scotia","943341"
"2012-10","New Brunswick","758673"
"2012-10","Quebec","8078388"
"2012-10","Ontario","13434943"
"2012-10","Manitoba","1254178"
"2012-10","Saskatchewan","1088959"
"2012-10","Alberta","3900333"
"2012-10","British Columbia","4590545"
"2012-10","Yukon","36425"
"2012-10","Northwest Territories","43681"
"2012-10","Nunavut","34842"
"2013-01","Canada","34883119"
"2013-01","Newfoundland and Labrador","527248"
"2013-01","Prince Edward Island","144175"
"2013-01","Nova Scotia","942598"
"2013-01","New Brunswick","758298"
"2013-01","Quebec","8082771"
"2013-01","Ontario","13444704"
"2013-01","Manitoba","1257940"
"2013-01","Saskatchewan","1091547"
"2013-01","Alberta","3920499"
"2013-01","British Columbia","4598255"
"2013-01","Yukon","36373"
"2013-01","Northwest Territories","43737"
"2013-01","Nunavut","34974"
"2013-04","Canada","34958216"
"2013-04","Newfoundland and Labrador","527313"
"2013-04","Prince Edward Island","143948"
"2013-04","Nova Scotia","941230"
"2013-04","New Brunswick","758132"
"2013-04","Quebec","8090916"
"2013-04","Ontario","13467829"
"2013-04","Manitoba","1260834"
"2013-04","Saskatchewan","1094390"
"2013-04","Alberta","3946798"
"2013-04","British Columbia","4611648"
"2013-04","Yukon","36313"
"2013-04","Northwest Territories","43867"
"2013-04","Nunavut","34998"
"2013-07","Canada","35082954"
"2013-07","Newfoundland and Labrador","527114"
"2013-07","Prince Edward Island","144094"
"2013-07","Nova Scotia","940434"
"2013-07","New Brunswick","758544"
"2013-07","Quebec","8110880"
"2013-07","Ontario","13510781"
"2013-07","Manitoba","1264620"
"2013-07","Saskatchewan","1099736"
"2013-07","Alberta","3981011"
"2013-07","British Columbia","4630077"
"2013-07","Yukon","36521"
"2013-07","Northwest Territories","43805"
"2013-07","Nunavut","35337"
"2013-10","Canada","35211866"
"2013-10","Newfoundland and Labrador","528117"
"2013-10","Prince Edward Island","144103"
"2013-10","Nova Scotia","940105"
"2013-10","New Brunswick","758670"
"2013-10","Quebec","8124660"
"2013-10","Ontario","13558528"
"2013-10","Manitoba","1268428"
"2013-10","Saskatchewan","1103730"
"2013-10","Alberta","4010903"
"2013-10","British Columbia","4658875"
"2013-10","Yukon","36448"
"2013-10","Northwest Territories","43756"
"2013-10","Nunavut","35543"
"2014-01","Canada","35249639"
"2014-01","Newfoundland and Labrador","528242"
"2014-01","Prince Edward Island","143996"
"2014-01","Nova Scotia","939867"
"2014-01","New Brunswick","759018"
"2014-01","Quebec","8125478"
"2014-01","Ontario","13562583"
"2014-01","Manitoba","1271562"
"2014-01","Saskatchewan","1106374"
"2014-01","Alberta","4029951"
"2014-01","British Columbia","4666788"
"2014-01","Yukon","36393"
"2014-01","Northwest Territories","43800"
"2014-01","Nunavut","35587"
"2014-04","Canada","35323533"
"2014-04","Newfoundland and Labrador","527498"
"2014-04","Prince Edward Island","143984"
"2014-04","Nova Scotia","938913"
"2014-04","New Brunswick","758876"
"2014-04","Quebec","8132425"
"2014-04","Ontario","13582747"
"2014-04","Manitoba","1274407"
"2014-04","Saskatchewan","1109631"
"2014-04","Alberta","4054280"
"2014-04","British Columbia","4684490"
"2014-04","Yukon","36682"
"2014-04","Northwest Territories","43794"
"2014-04","Nunavut","35806"
"2014-07","Canada","35437435"
"2014-07","Newfoundland and Labrador","528159"
"2014-07","Prince Edward Island","144283"
"2014-07","Nova Scotia","938545"
"2014-07","New Brunswick","758976"
"2014-07","Quebec","8150183"
"2014-07","Ontario","13617553"
"2014-07","Manitoba","1279014"
"2014-07","Saskatchewan","1112979"
"2014-07","Alberta","4083648"
"2014-07","British Columbia","4707103"
"2014-07","Yukon","37137"
"2014-07","Northwest Territories","43884"
"2014-07","Nunavut","35971"
"2014-10","Canada","35559047"
"2014-10","Newfoundland and Labrador","528461"
"2014-10","Prince Edward Island","144538"
"2014-10","Nova Scotia","938972"
"2014-10","New Brunswick","759524"
"2014-10","Quebec","8165447"
"2014-10","Ontario","13661314"
"2014-10","Manitoba","1283366"
"2014-10","Saskatchewan","1116203"
"2014-10","Alberta","4106056"
"2014-10","British Columbia","4737725"
"2014-10","Yukon","37272"
"2014-10","Northwest Territories","44064"
"2014-10","Nunavut","36105"
"2015-01","Canada","35575187"
"2015-01","Newfoundland and Labrador","528361"
"2015-01","Prince Edward Island","144368"
"2015-01","Nova Scotia","938296"
"2015-01","New Brunswick","759617"
"2015-01","Quebec","8163132"
"2015-01","Ontario","13657737"
"2015-01","Manitoba","1286453"
"2015-01","Saskatchewan","1118181"
"2015-01","Alberta","4116047"
"2015-01","British Columbia","4745468"
"2015-01","Yukon","37168"
"2015-01","Northwest Territories","44140"
"2015-01","Nunavut","36219"
"2015-04","Canada","35611271"
"2015-04","Newfoundland and Labrador","528063"
"2015-04","Prince Edward Island","144259"
"2015-04","Nova Scotia","936271"
"2015-04","New Brunswick","758948"
"2015-04","Quebec","8163063"
"2015-04","Ontario","13669860"
"2015-04","Manitoba","1288094"
"2015-04","Saskatchewan","1118806"
"2015-04","Alberta","4128300"
"2015-04","British Columbia","4757759"
"2015-04","Yukon","37372"
"2015-04","Northwest Territories","44193"
"2015-04","Nunavut","36283"
"2015-07","Canada","35702908"
"2015-07","Newfoundland and Labrador","528117"
"2015-07","Prince Edward Island","144546"
"2015-07","Nova Scotia","936525"
"2015-07","New Brunswick","758842"
"2015-07","Quebec","8175272"
"2015-07","Ontario","13707118"
"2015-07","Manitoba","1292227"
"2015-07","Saskatchewan","1120967"
"2015-07","Alberta","4144491"
"2015-07","British Columbia","4776388"
"2015-07","Yukon","37690"
"2015-07","Northwest Territories","44237"
"2015-07","Nunavut","36488"
"2015-10","Canada","35822894"
"2015-10","Newfoundland and Labrador","528696"
"2015-10","Prince Edward Island","144894"
"2015-10","Nova Scotia","938320"
"2015-10","New Brunswick","759778"
"2015-10","Quebec","8190014"
"2015-10","Ontario","13757688"
"2015-10","Manitoba","1297329"
"2015-10","Saskatchewan","1124919"
"2015-10","Alberta","4159519"
"2015-10","British Columbia","4802955"
"2015-10","Yukon","37751"
"2015-10","Northwest Territories","44428"
"2015-10","Nunavut","36603"
"2016-01","Canada","35871136"
"2016-01","Newfoundland and Labrador","528800"
"2016-01","Prince Edward Island","145202"
"2016-01","Nova Scotia","938690"
"2016-01","New Brunswick","760580"
"2016-01","Quebec","8193624"
"2016-01","Ontario","13773629"
"2016-01","Manitoba","1302544"
"2016-01","Saskatchewan","1127773"
"2016-01","Alberta","4169830"
"2016-01","British Columbia","4811465"
"2016-01","Yukon","37770"
"2016-01","Northwest Territories","44507"
"2016-01","Nunavut","36722"
"2016-04","Canada","35970303"
"2016-04","Newfoundland and Labrador","529063"
"2016-04","Prince Edward Island","145784"
"2016-04","Nova Scotia","940382"
"2016-04","New Brunswick","762289"
"2016-04","Quebec","8204085"
"2016-04","Ontario","13816545"
"2016-04","Manitoba","1307689"
"2016-04","Saskatchewan","1131147"
"2016-04","Alberta","4181765"
"2016-04","British Columbia","4832155"
"2016-04","Yukon","38042"
"2016-04","Northwest Territories","44590"
"2016-04","Nunavut","36767"
"2016-07","Canada","36109487"
"2016-07","Newfoundland and Labrador","529426"
"2016-07","Prince Edward Island","146969"
"2016-07","Nova Scotia","942790"
"2016-07","New Brunswick","763350"
"2016-07","Quebec","8225950"
"2016-07","Ontario","13875394"
"2016-07","Manitoba","1314139"
"2016-07","Saskatchewan","1135987"
"2016-07","Alberta","4196061"
"2016-07","British Columbia","4859250"
"2016-07","Yukon","38547"
"2016-07","Northwest Territories","44649"
"2016-07","Nunavut","36975"
"2016-10","Canada","36258726"
"2016-10","Newfoundland and Labrador","529900"
"2016-10","Prince Edward Island","147936"
"2016-10","Nova Scotia","946030"
"2016-10","New Brunswick","764844"
"2016-10","Quebec","8249692"
"2016-10","Ontario","13946431"
"2016-10","Manitoba","1319911"
"2016-10","Saskatchewan","1140690"
"2016-10","Alberta","4208958"
"2016-10","British Columbia","4884002"
"2016-10","Yukon","38750"
"2016-10","Northwest Territories","44542"
"2016-10","Nunavut","37040"
"2017-01","Canada","36314099"
"2017-01","Newfoundland and Labrador","529347"
"2017-01","Prince Edward Island","148181"
"2017-01","Nova Scotia","945943"
"2017-01","New Brunswick","764617"
"2017-01","Quebec","8257450"
"2017-01","Ontario","13971785"
"2017-01","Manitoba","1324129"
"2017-01","Saskatchewan","1143313"
"2017-01","Alberta","4217855"
"2017-01","British Columbia","4890848"
"2017-01","Yukon","38848"
"2017-01","Northwest Territories","44607"
"2017-01","Nunavut","37176"
"2017-04","Canada","36398013"
"2017-04","Newfoundland and Labrador","528544"
"2017-04","Prince Edward Island","148860"
"2017-04","Nova Scotia","947384"
"2017-04","New Brunswick","764813"
"2017-04","Quebec","8272894"
"2017-04","Ontario","14006386"
"2017-04","Manitoba","1328412"
"2017-04","Saskatchewan","1146218"
"2017-04","Alberta","4227969"
"2017-04","British Columbia","4905210"
"2017-04","Yukon","39175"
"2017-04","Northwest Territories","44813"
"2017-04","Nunavut","37335"
"2017-07","Canada","36545236"
"2017-07","Newfoundland and Labrador","528249"
"2017-07","Prince Edward Island","150402"
"2017-07","Nova Scotia","950108"
"2017-07","New Brunswick","766621"
"2017-07","Quebec","8302063"
"2017-07","Ontario","14070141"
"2017-07","Manitoba","1334790"
"2017-07","Saskatchewan","1150331"
"2017-07","Alberta","4241100"
"2017-07","British Columbia","4929384"
"2017-07","Yukon","39610"
"2017-07","Northwest Territories","44891"
"2017-07","Nunavut","37546"
"2017-10","Canada","36721223"
"2017-10","Newfoundland and Labrador","528288"
"2017-10","Prince Edward Island","151376"
"2017-10","Nova Scotia","953683"
"2017-10","New Brunswick","767935"
"2017-10","Quebec","8336460"
"2017-10","Ontario","14150783"
"2017-10","Manitoba","1340565"
"2017-10","Saskatchewan","1154755"
"2017-10","Alberta","4258195"
"2017-10","British Columbia","4956550"
"2017-10","Yukon","39804"
"2017-10","Northwest Territories","45126"
"2017-10","Nunavut","37703"
"2018-01","Canada","36798408"
"2018-01","Newfoundland and Labrador","527544"
"2018-01","Prince Edward Island","151516"
"2018-01","Nova Scotia","953838"
"2018-01","New Brunswick","768005"
"2018-01","Quebec","8350601"
"2018-01","Ontario","14186830"
"2018-01","Manitoba","1344418"
"2018-01","Saskatchewan","1156659"
"2018-01","Alberta","4268853"
"2018-01","British Columbia","4967421"
"2018-01","Yukon","39972"
"2018-01","Northwest Territories","45066"
"2018-01","Nunavut","37685"
"2018-04","Canada","36898431"
"2018-04","Newfoundland and Labrador","526395"
"2018-04","Prince Edward Island","152039"
"2018-04","Nova Scotia","954618"
"2018-04","New Brunswick","768522"
"2018-04","Quebec","8367551"
"2018-04","Ontario","14235643"
"2018-04","Manitoba","1347055"
"2018-04","Saskatchewan","1158451"
"2018-04","Alberta","4281706"
"2018-04","British Columbia","4983183"
"2018-04","Yukon","40141"
"2018-04","Northwest Territories","45320"
"2018-04","Nunavut","37807"
"2018-07","Canada","37065084"
"2018-07","Newfoundland and Labrador","525560"
"2018-07","Prince Edward Island","153396"
"2018-07","Nova Scotia","958406"
"2018-07","New Brunswick","770301"
"2018-07","Quebec","8401738"
"2018-07","Ontario","14308697"
"2018-07","Manitoba","1352825"
"2018-07","Saskatchewan","1161767"
"2018-07","Alberta","4298275"
"2018-07","British Columbia","5010476"
"2018-07","Yukon","40519"
"2018-07","Northwest Territories","44981"
"2018-07","Nunavut","38143"
"2018-10","Canada","37250385"
"2018-10","Newfoundland and Labrador","525729"
"2018-10","Prince Edward Island","155152"
"2018-10","Nova Scotia","963447"
"2018-10","New Brunswick","772597"
"2018-10","Quebec","8434705"
"2018-10","Ontario","14392903"
"2018-10","Manitoba","1357968"
"2018-10","Saskatchewan","1165929"
"2018-10","Alberta","4317665"
"2018-10","British Columbia","5040353"
"2018-10","Yukon","40679"
"2018-10","Northwest Territories","44970"
"2018-10","Nunavut","38288"
"2019-01","Canada","37325235"
"2019-01","Newfoundland and Labrador","524803"
"2019-01","Prince Edward Island","155254"
"2019-01","Nova Scotia","964073"
"2019-01","New Brunswick","772828"
"2019-01","Quebec","8447803"
"2019-01","Ontario","14426822"
"2019-01","Manitoba","1361820"
"2019-01","Saskatchewan","1168447"
"2019-01","Alberta","4330833"
"2019-01","British Columbia","5048144"
"2019-01","Yukon","40854"
"2019-01","Northwest Territories","45202"
"2019-01","Nunavut","38352"
"2019-04","Canada","37422946"
"2019-04","Newfoundland and Labrador","524131"
"2019-04","Prince Edward Island","155916"
"2019-04","Nova Scotia","965553"
"2019-04","New Brunswick","774035"
"2019-04","Quebec","8466531"
"2019-04","Ontario","14467552"
"2019-04","Manitoba","1364667"
"2019-04","Saskatchewan","1169397"
"2019-04","Alberta","4344454"
"2019-04","British Columbia","5066120"
"2019-04","Yukon","40932"
"2019-04","Northwest Territories","45137"
"2019-04","Nunavut","38521"
"2019-07","Canada","37601230"
"2019-07","Newfoundland and Labrador","523427"
"2019-07","Prince Edward Island","157419"
"2019-07","Nova Scotia","970243"
"2019-07","New Brunswick","777128"
"2019-07","Quebec","8503483"
"2019-07","Ontario","14544701"
"2019-07","Manitoba","1369954"
"2019-07","Saskatchewan","1172479"
"2019-07","Alberta","4362576"
"2019-07","British Columbia","5094796"
"2019-07","Yukon","41362"
"2019-07","Northwest Territories","45070"
"2019-07","Nunavut","38592"
"2019-10","Canada","37810038"
"2019-10","Newfoundland and Labrador","523889"
"2019-10","Prince Edward Island","158760"
"2019-10","Nova Scotia","976483"
"2019-10","New Brunswick","780597"
"2019-10","Quebec","8542964"
"2019-10","Ontario","14636131"
"2019-10","Manitoba","1373845"
"2019-10","Saskatchewan","1176282"
"2019-10","Alberta","4384848"
"2019-10","British Columbia","5130780"
"2019-10","Yukon","41648"
"2019-10","Northwest Territories","45186"
"2019-10","Nunavut","38625"
"2020-01","Canada","37909001"
"2020-01","Newfoundland and Labrador","523345"
"2020-01","Prince Edward Island","159369"
"2020-01","Nova Scotia","977498"
"2020-01","New Brunswick","780677"
"2020-01","Quebec","8559876"
"2020-01","Ontario","14686092"
"2020-01","Manitoba","1377248"
"2020-01","Saskatchewan","1179135"
"2020-01","Alberta","4401362"
"2020-01","British Columbia","5138710"
"2020-01","Yukon","41699"
"2020-01","Northwest Territories","45270"
"2020-01","Nunavut","38720"
"2020-04","Canada","37986182"
"2020-04","Newfoundland and Labrador","522505"
"2020-04","Prince Edward Island","160390"
"2020-04","Nova Scotia","979075"
"2020-04","New Brunswick","782092"
"2020-04","Quebec","8574709"
"2020-04","Ontario","14718133"
"2020-04","Manitoba","1379138"
"2020-04","Saskatchewan","1179409"
"2020-04","Alberta","4414332"
"2020-04","British Columbia","5150199"
"2020-04","Yukon","42015"
"2020-04","Northwest Territories","45351"
"2020-04","Nunavut","38834"
"2020-07","Canada","38007166"
"2020-07","Newfoundland and Labrador","521359"
"2020-07","Prince Edward Island","161305"
"2020-07","Nova Scotia","981691"
"2020-07","New Brunswick","782996"
"2020-07","Quebec","8576595"
"2020-07","Ontario","14726022"
"2020-07","Manitoba","1379888"
"2020-07","Saskatchewan","1178467"
"2020-07","Alberta","4416682"
"2020-07","British Columbia","5155495"
"2020-07","Yukon","42163"
"2020-07","Northwest Territories","45346"
"2020-07","Nunavut","39157"
"2020-10","Canada","38007048"
"2020-10","Newfoundland and Labrador","520203"
"2020-10","Prince Edward Island","161455"
"2020-10","Nova Scotia","981266"
"2020-10","New Brunswick","783354"
"2020-10","Quebec","8578733"
"2020-10","Ontario","14721852"
"2020-10","Manitoba","1381572"
"2020-10","Saskatchewan","1177980"
"2020-10","Alberta","4421857"
"2020-10","British Columbia","5151920"
"2020-10","Yukon","42327"
"2020-10","Northwest Territories","45275"
"2020-10","Nunavut","39254"
"2021-01","Canada","38043450"
"2021-01","Newfoundland and Labrador","519736"
"2021-01","Prince Edward Island","161662"
"2021-01","Nova Scotia","981793"
"2021-01","New Brunswick","784472"
"2021-01","Quebec","8579010"
"2021-01","Ontario","14740102"
"2021-01","Manitoba","1384025"
"2021-01","Saskatchewan","1179119"
"2021-01","Alberta","4429077"
"2021-01","British Columbia","5157293"
"2021-01","Yukon","42401"
"2021-01","Northwest Territories","45355"
"2021-01","Nunavut","39405"
"2021-04","Canada","38124373"
"2021-04","Newfoundland and Labrador","519694"
"2021-04","Prince Edward Island","162866"
"2021-04","Nova Scotia","985238"
"2021-04","New Brunswick","786529"
"2021-04","Quebec","8585460"
"2021-04","Ontario","14773618"
"2021-04","Manitoba","1388726"
"2021-04","Saskatchewan","1181040"
"2021-04","Alberta","4436944"
"2021-04","British Columbia","5176360"
"2021-04","Yukon","42719"
"2021-04","Northwest Territories","45660"
"2021-04","Nunavut","39519"
"2021-07","Canada","38226498"
"2021-07","Newfoundland and Labrador","520452"
"2021-07","Prince Edward Island","164758"
"2021-07","Nova Scotia","991117"
"2021-07","New Brunswick","790398"
"2021-07","Quebec","8602335"
"2021-07","Ontario","14809257"
"2021-07","Manitoba","1391979"
"2021-07","Saskatchewan","1181493"
"2021-07","Alberta","4443773"
"2021-07","British Columbia","5202378"
"2021-07","Yukon","43250"
"2021-07","Northwest Territories","45597"
"2021-07","Nunavut","39711"
"2021-10","Canada","38426473"
"2021-10","Newfoundland and Labrador","521854"
"2021-10","Prince Edward Island","166435"
"2021-10","Nova Scotia","998387"
"2021-10","New Brunswick","795851"
"2021-10","Quebec","8630187"
"2021-10","Ontario","14901607"
"2021-10","Manitoba","1395430"
"2021-10","Saskatchewan","1182984"
"2021-10","Alberta","4466124"
"2021-10","British Columbia","5238713"
"2021-10","Yukon","43373"
"2021-10","Northwest Territories","45607"
"2021-10","Nunavut","39921"
"2022-01","Canada","38516138"
"2022-01","Newfoundland and Labrador","522501"
"2022-01","Prince Edward Island","166858"
"2022-01","Nova Scotia","1002441"
"2022-01","New Brunswick","799245"
"2022-01","Quebec","8637650"
"2022-01","Ontario","14940912"
"2022-01","Manitoba","1398303"
"2022-01","Saskatchewan","1185311"
"2022-01","Alberta","4482385"
"2022-01","British Columbia","5251578"
"2022-01","Yukon","43241"
"2022-01","Northwest Territories","45710"
"2022-01","Nunavut","40003"
"2022-04","Canada","38644920"
"2022-04","Newfoundland and Labrador","523043"
"2022-04","Prince Edward Island","168358"
"2022-04","Nova Scotia","1007360"
"2022-04","New Brunswick","802862"
"2022-04","Quebec","8650692"
"2022-04","Ontario","14996014"
"2022-04","Manitoba","1401967"
"2022-04","Saskatchewan","1188338"
"2022-04","Alberta","4502858"
"2022-04","British Columbia","5273809"
"2022-04","Yukon","43518"
"2022-04","Northwest Territories","45698"
"2022-04","Nunavut","40403"
"2022-07","Canada","38929902"
"2022-07","Newfoundland and Labrador","525972"
"2022-07","Prince Edward Island","170688"
"2022-07","Nova Scotia","1019725"
"2022-07","New Brunswick","812061"
"2022-07","Quebec","8695659"
"2022-07","Ontario","15109416"
"2022-07","Manitoba","1409223"
"2022-07","Saskatchewan","1194803"
"2022-07","Alberta","4543111"
"2022-07","British Columbia","5319324"
"2022-07","Yukon","43789"
"2022-07","Northwest Territories","45605"
"2022-07","Nunavut","40526"
"2022-10","Canada","39292355"
"2022-10","Newfoundland and Labrador","528818"
"2022-10","Prince Edward Island","172707"
"2022-10","Nova Scotia","1030953"
"2022-10","New Brunswick","820786"
"2022-10","Quebec","8751352"
"2022-10","Ontario","15262660"
"2022-10","Manitoba","1420228"
"2022-10","Saskatchewan","1205119"
"2022-10","Alberta","4601314"
"2022-10","British Columbia","5368266"
"2022-10","Yukon","43964"
"2022-10","Northwest Territories","45602"
"2022-10","Nunavut","40586"
"2023-01","Canada","39566248"
"2023-01","Newfoundland and Labrador","531948"
"2023-01","Prince Edward Island","173954"
"2023-01","Nova Scotia","1037782"
"2023-01","New Brunswick","825474"
"2023-01","Quebec","8787554"
"2023-01","Ontario","15386407"
"2023-01","Manitoba","1431792"
"2023-01","Saskatchewan","1214618"
"2023-01","Alberta","4647178"
"2023-01","British Columbia","5399118"
"2023-01","Yukon","44238"
"2023-01","Northwest Territories","45493"
"2023-01","Nunavut","40692"
